name_it,un_number,name_en,class,classification_code,packing_group,label,trc_transport_category,special_provisions,limited,expected_quantities,packing_instruction,special_packing_provision,mixed_packing_provision,instructions,p_tank_special_provisions,tank_code,ard_special_provisions,vehicle_for_tank_carriage,packages,bulk,loading_unloading_handling,operation,hazard_identification_no
BENZOATO DI MERCURIO,1631,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
BROMURI DI MERCURIO,1634,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
CIANURO DI MERCURIO,1636,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
GLUCONATO DI MERCURIO,1637,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
IODURO DI MERCURIO,1638,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
NUCLEINATO DI MERCURIO,1639,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
OLEATO DI MERCURIO,1640,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
OSSIDO DI MERCURIO,1641,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
OSSICIANURO DI MERCURIO DESENSIBILIZZATO,1642,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
IODURO DI MERCURIO E DI POTASSIO,1643,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
SALICILATO DI MERCURIO,1644,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
SOLFATO MERCURICO,1645,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
TIOCIANATO DI MERCURIO,1646,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
BROMURO DI METILE E DIBROMURO DI ETILENE IN MISCELA LIQUIDA,1647,,6.1,T1,I,6.1,1 (C/D),,,,,,,,,,,,,,,,
ACETONITRILE,1648,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
MISCELA ANTIDETONANTE PER IL CARBURANTE DI MOTORI,1649,,6.1,T3,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
beta-NAFTILAMMINA, SOLIDA,1650,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
NAFTILTIOUREA,1651,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
NAFTILUREA,1652,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
CIANURO DI NICHEL,1653,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
NICOTINA,1654,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
COMPOSTO SOLIDO DELLA NICOTINA, N.A.S. o PREPARATO SOLIDO DELLA NICOTINA, N.A.S.,1655,,6.1,T2,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
COMPOSTO SOLIDO DELLA NICOTINA, N.A.S. o PREPARATO SOLIDO DELLA NICOTINA, N.A.S.,1655,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
COMPOSTO SOLIDO DELLA NICOTINA, N.A.S. o PREPARATO SOLIDO DELLA NICOTINA, N.A.S.,1655,,6.1,T2,III,6.1,2 (E),,,,,,,,,,,,,,,,
CLORIDRATO DI NICOTINA LIQUIDO o IN SOLUZIONE,1656,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
CLORIDRATO DI NICOTINA LIQUIDO o IN SOLUZIONE,1656,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
SALICILATO DI NICOTINA,1657,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
SOLFATO DI NICOTINA IN SOLUZIONE,1658,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
SOLFATO DI NICOTINA IN SOLUZIONE,1658,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
TATRATO DI NICOTINA,1659,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
OSSIDO DI AZOTO COMPRESSO,1660,,2,1TOC,,2.3+5.1+8,1 (D),,,,,,,,,,,,,,,,
NITROANILINE (o-, m-, p-),1661,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
NITROBENZENE,1662,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
NITROFENOLI (o-, m-, p-),1663,,6.1,T2,III,6.1,2 (E),,,,,,,,,,,,,,,,
NITROTOLUENI, LIQUIDI,1664,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
NITROXILENI, LIQUIDI,1665,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
PENTACLOROETANO,1669,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
MERCAPTANO METILICO PERCLORATO,1670,,6.1,T1,I,6.1,1 (C/D),,,,,,,,,,,,,,,,
FENOLO SOLIDO,1671,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
CLORURO DI FENILCARBILAMMINA,1672,,6.1,T1,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
FENILENDIAMMINE (o-, m-, p-),1673,,6.1,T2,III,6.1,2 (E),,,,,,,,,,,,,,,,
ACETATO DI FENILMERCURIO,1674,,6.1,T3,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
ARSENIATO DI POTASSIO,1677,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
ARSENITO DI POTASSIO,1678,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
CUPROCIANURO DI POTASSIO,1679,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
CIANURO DI POTASSIO, SOLIDO,1680,,6.1,T5,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
ARSENITO DI ARGENTO,1683,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
CIANURO DI ARGENTO,1684,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
ARSENIATO DI SODIO,1685,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
ARSENITO DI SODIO IN SOLUZIONE ACQUOSA,1686,,6.1,T4,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
ARSENITO DI SODIO IN SOLUZIONE ACQUOSA,1686,,6.1,T4,III,6.1,2 (E),,,,,,,,,,,,,,,,
AZOTURO DI SODIO,1687,,6.1,T5,II,6.1,2 (E),,,,,,,,,,,,,,,,
CACODILATO DI SODIO,1688,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
CIANURO DI SODIO, SOLIDO,1689,,6.1,T5,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
FLUORURO DI SODIO, SOLIDO,1690,,6.1,T5,III,6.1,2 (E),,,,,,,,,,,,,,,,
ARSENITO DI STRONZIO,1691,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
STRICNINA o SALI DI STRICNINA,1692,,6.1,T2,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
MATERIA UTILIZZATA PER LA PRODUZIONE DI GAS LACRIMOGENI, LIQUIDA, N.A.S.,1693,,6.1,T1,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
MATERIA UTILIZZATA PER LA PRODUZIONE DI GAS LACRIMOGENI, LIQUIDA, N.A.S.,1693,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
CIANURI DI BROMOBENZILE, LIQUIDI,1694,,6.1,T1,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
CLOROACETONE STABILIZZATO,1695,,6.1,TFC,I,6.1+3+8,1 (C/D),,,,,,,,,,,,,,,,
CLOROACETOFENONE, SOLIDO,1697,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
DIFENILAMMINOCLOROARSINA,1698,,6.1,T3,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
DIFENILCLOROARSINA, LIQUIDA,1699,,6.1,T3,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
CANDELE LACRIMOGENE,1700,,6.1,TF3,,6.1+4.1,2 (E),,,,,,,,,,,,,,,,
BROMURO DI XILILE, LIQUIDO,1701,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
1,1,2,2-TETRACLOROETANO,1702,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
DITIOPIROFOSFATO DI TETRAETILE,1704,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
COMPOSTO DEL TALLIO, N.A.S.,1707,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
TOLUIDINE, LIQUIDE,1708,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
m-TOLUILENDIAMMINA, SOLIDA,1709,,6.1,T2,III,6.1,2 (E),,,,,,,,,,,,,,,,
TRICLOROETILENE,1710,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
XILIDINE, LIQUIDE,1711,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
ARSENIATO DI ZINCO o ARSENITO DI ZINCO o ARSENIATO DI ZINCO E ARSENITO DI ZINCO IN MISCELA,1712,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
CIANURO DI ZINCO,1713,,6.1,T5,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
FOSFURO DI ZINCO,1714,,4.3,WT2,I,4.3+6.1,1 (E),,,,,,,,,,,,,,,,
ANIDRIDE ACETICA,1715,,8,CF1,II,8+3,2 (D/E),,,,,,,,,,,,,,,,
BROMURO DI ACETILE,1716,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
CLORURO DI ACETILE,1717,,3,FC,II,3+8,2 (D/E),,,,,,,,,,,,,,,,
FOSFATO ACIDO DI BUTILE,1718,,8,C3,III,8,3 (E),,,,,,,,,,,,,,,,
LIQUIDO ALCALINO CAUSTICO N.A.S.,1719,,8,C5,II,8,2 (E),,,,,,,,,,,,,,,,
LIQUIDO ALCALINO CAUSTICO N.A.S.,1719,,8,C5,III,8,3 (E),,,,,,,,,,,,,,,,
CLOROFORMIATO DI ALLILE,1722,,6.1,TFC,I,6.1+3+8,1 (C/D),,,,,,,,,,,,,,,,
IODURO DI ALLILE,1723,,3,FC,II,3+8,2 (D/E),,,,,,,,,,,,,,,,
ALLILTRICLOROSILANO STABILIZZATO,1724,,8,CF1,II,8+3,2 (E),,,,,,,,,,,,,,,,
BROMURO DI ALLUMINIO ANIDRO,1725,,8,C2,II,8,2 (E),,,,,,,,,,,,,,,,
CLORURO DI ALLUMINIO ANIDRO,1726,,8,C2,II,8,2 (E),,,,,,,,,,,,,,,,
IDROGENOFLUORURO DI AMMONIO SOLIDO,1727,,8,C2,II,8,2 (E),,,,,,,,,,,,,,,,
AMILTRICLOROSILANO,1728,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
CLORURO DI ANISOILE,1729,,8,C4,II,8,2 (E),,,,,,,,,,,,,,,,
PENTACLORURO DI ANTIMONIO LIQUIDO,1730,,8,C1,II,8,2 (E),,,,,,,,,,,,,,,,
PENTACLORURO DI ANTIMONIO IN SOLUZIONE,1731,,8,C1,II,8,2 (E),,,,,,,,,,,,,,,,
PENTACLORURO DI ANTIMONIO IN SOLUZIONE,1731,,8,C1,III,8,3 (E),,,,,,,,,,,,,,,,
PENTAFLUORURO DI ANTIMONIO,1732,,8,CT1,II,8+6.1,2 (E),,,,,,,,,,,,,,,,
TRICLORURO DI ANTIMONIO,1733,,8,C2,II,8,2 (E),,,,,,,,,,,,,,,,
CLORURO DI BENZOILE,1736,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
BROMURO DI BENZILE,1737,,6.1,TC1,II,6.1+8,2 (D/E),,,,,,,,,,,,,,,,
CLORURO DI BENZILE,1738,,6.1,TC1,II,6.1+8,2 (D/E),,,,,,,,,,,,,,,,
CLOROFORMIATO DI BENZILE,1739,,8,C9,I,8,1 (E),,,,,,,,,,,,,,,,
IDROGENOFLUORURI SOLIDI, N.A.S.,1740,,8,C2,II,8,2 (E),,,,,,,,,,,,,,,,
IDROGENOFLUORURI SOLIDI, N.A.S.,1740,,8,C2,III,8,3 (E),,,,,,,,,,,,,,,,
TRICLORURO DI BORO,1741,,2,2TC,,2.3+8,1 (C/D),,,,,,,,,,,,,,,,
COMPLESSO DI TRIFLUORURO DI BORO E DI ACIDO ACETICO, LIQUIDO,1742,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
COMPLESSO DI TRIFLUORURO DI BORO E DI ACIDO PROPIONICO, LIQUIDO,1743,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
BROMO o BROMO IN SOLUZIONE,1744,,8,CT1,I,8+6.1,1 (C/D),,,,,,,,,,,,,,,,
PENTAFLUORURO DI BROMO,1745,,5.1,OTC,I,5.1+6.1+8,1 (B/E),,,,,,,,,,,,,,,,
TRIFLUORURO DI BROMO,1746,,5.1,OTC,I,5.1+6.1+8,1 (B/E),,,,,,,,,,,,,,,,
BUTILTRICLOROSILANO,1747,,8,CF1,II,8+3,2 (D/E),,,,,,,,,,,,,,,,
IPOCLORITO DI CALCIO SECCO o IPOCLORITO DI CALCIO IN MISCELA SECCA, contenente più del 39% di cloro attivo (8,8% di ossigeno attivo),1748,,5.1,O2,II,5.1,2 (E),,,,,,,,,,,,,,,,
IPOCLORITO DI CALCIO SECCO o IPOCLORITO DI CALCIO IN MISCELA SECCA, contenente più del 39% di cloro attivo (8,8% di ossigeno attivo),1748,,5.1,O2,III,5.1,3 (E),,,,,,,,,,,,,,,,
TRIFLUORURO DI CLORO,1749,,2,2TOC,,2.3+5.1+8,1 (C/D),,,,,,,,,,,,,,,,
ACIDO CLOROACETICO IN SOLUZIONE,1750,,6.1,TC1,II,6.1+8,2 (D/E),,,,,,,,,,,,,,,,
ACIDO CLOROACETICO SOLIDO,1751,,6.1,TC2,II,6.1+8,2 (D/E),,,,,,,,,,,,,,,,
CLORURO DI CLOROACETILE,1752,,6.1,TC1,I,6.1+8,1 (C/D),,,,,,,,,,,,,,,,
CLOROFENILTRICLOROSILANO,1753,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
ACIDO CLOROSOLFONICO contenente o no triossido di zolfo,1754,,8,C1,I,8,1 (E),,,,,,,,,,,,,,,,
ACIDO CROMICO IN SOLUZIONE,1755,,8,C1,II,8,2 (E),,,,,,,,,,,,,,,,
ACIDO CROMICO IN SOLUZIONE,1755,,8,C1,III,8,3 (E),,,,,,,,,,,,,,,,
TRIFLUORURO DI CROMO SOLIDO,1756,,8,C2,II,8,2 (E),,,,,,,,,,,,,,,,
TRIFLUORURO DI CROMO IN SOLUZIONE,1757,,8,C1,II,8,2 (E),,,,,,,,,,,,,,,,
TRIFLUORURO DI CROMO IN SOLUZIONE,1757,,8,C1,III,8,3 (E),,,,,,,,,,,,,,,,
CLORURO DI CROMILE,1758,,8,C1,I,8,1 (E),,,,,,,,,,,,,,,,
SOLIDO CORROSIVO, N.A.S.,1759,,8,C10,I,8,1 (E),,,,,,,,,,,,,,,,
SOLIDO CORROSIVO, N.A.S.,1759,,8,C10,II,8,2 (E),,,,,,,,,,,,,,,,
SOLIDO CORROSIVO, N.A.S.,1759,,8,C10,III,8,3 (E),,,,,,,,,,,,,,,,
LIQUIDO CORROSIVO, N.A.S.,1760,,8,C9,I,8,1 (E),,,,,,,,,,,,,,,,
LIQUIDO CORROSIVO, N.A.S.,1760,,8,C9,II,8,2 (E),,,,,,,,,,,,,,,,
LIQUIDO CORROSIVO, N.A.S.,1760,,8,C9,III,8,3 (E),,,,,,,,,,,,,,,,
CUPRIETILENDIAMMINA IN SOLUZIONE,1761,,8,CT1,II,8+6.1,2 (E),,,,,,,,,,,,,,,,
CUPRIETILENDIAMMINA IN SOLUZIONE,1761,,8,CT1,III,8+6.1,3 (E),,,,,,,,,,,,,,,,
CICLOESENILTRICLOROSILANO,1762,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
CICLOESILTRICLOROSILANO,1763,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
ACIDO DICLOROACETICO,1764,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
CLORURO DI DICLOROACETILE,1765,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
DICLOROFENILTRICLOROSILANO,1766,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
DIETILDICLOROSILANO,1767,,8,CF1,II,8+3,2 (D/E),,,,,,,,,,,,,,,,
ACIDO DIFLUOROFOSFORICO ANIDRO,1768,,8,C1,II,8,2 (E),,,,,,,,,,,,,,,,
DIFENILDICLOROSILANO,1769,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
BROMURO DI DIFENILMETILE,1770,,8,C10,II,8,2 (E),,,,,,,,,,,,,,,,
DODECILTRICLOROSILANO,1771,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
CLORURO FERRICO ANIDRO,1773,,8,C2,III,8,3 (E),,,,,,,,,,,,,,,,
CARICHE DI ESTINTORI, liquido corrosivo,1774,,8,C11,II,8,2 (E),,,,,,,,,,,,,,,,
ACIDO FLUOBORICO,1775,,8,C1,II,8,2 (E),,,,,,,,,,,,,,,,
ACIDO FLUOROFOSFORICO ANIDRO,1776,,8,C1,II,8,2 (E),,,,,,,,,,,,,,,,
ACIDO FLUOROSOLFONICO,1777,,8,C1,I,8,1 (E),,,,,,,,,,,,,,,,
ACIDO FLUOSILICICO,1778,,8,C1,II,8,2 (E),,,,,,,,,,,,,,,,
ACIDO FORMICO con più del 85% (massa) di acido,1779,,8,CF1,II,8+3,2 (D/E),,,,,,,,,,,,,,,,
CLORURO DI FUMARILE,1780,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
ESADECILTRICLOROSILANO,1781,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
ACIDO ESAFLUOROFOSFORICO,1782,,8,C1,II,8,2 (E),,,,,,,,,,,,,,,,
ESAMETILENDIAMMINA IN SOLUZIONE,1783,,8,C7,II,8,2 (E),,,,,,,,,,,,,,,,
ESAMETILENDIAMMINA IN SOLUZIONE,1783,,8,C7,III,8,3 (E),,,,,,,,,,,,,,,,
ESILTRICLOROSILANO,1784,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
ACIDO FLUORIDRICO E ACIDO SOLFORICO IN MISCELA,1786,,8,CT1,I,8+6.1,1 (C/D),,,,,,,,,,,,,,,,
ACIDO IODIDRICO,1787,,8,C1,II,8,2 (E),,,,,,,,,,,,,,,,
ACIDO IODIDRICO,1787,,8,C1,III,8,3 (E),,,,,,,,,,,,,,,,
ACIDO BROMIDRICO,1788,,8,C1,II,8,2 (E),,,,,,,,,,,,,,,,
ACIDO BROMIDRICO,1788,,8,C1,III,8,3 (E),,,,,,,,,,,,,,,,
ACIDO CLORIDRICO,1789,,8,C1,II,8,2 (E),,,,,,,,,,,,,,,,
ACIDO CLORIDRICO,1789,,8,C1,III,8,3 (E),,,,,,,,,,,,,,,,
ACIDO FLUORIDRICO in soluzione contenente più dell'85% di ﬂuoruro di idrogeno,1790,,8,CT1,I,8+6.1,1 (C/D),,,,,,,,,,,,,,,,
ACIDO FLUORIDRICO in soluzione contenente più del 60% ma non più dell'85% di ﬂuoruro di idrogeno,1790,,8,CT1,I,8+6.1,1 (C/D),,,,,,,,,,,,,,,,
ACIDO FLUORIDRICO in soluzione non contenente più del 60% di ﬂuoruro di idrogeno,1790,,8,CT1,II,8+6.1,2 (E),,,,,,,,,,,,,,,,
IPOCLORITO IN SOLUZIONE,1791,,8,C9,II,8,2 (E),,,,,,,,,,,,,,,,
IPOCLORITO IN SOLUZIONE,1791,,8,C9,III,8,3 (E),,,,,,,,,,,,,,,,
MONOCLORURO DI IODIO, SOLIDO,1792,,8,C2,II,8,2 (E),,,,,,,,,,,,,,,,
FOSFATO ACIDO DI ISOPROPILE,1793,,8,C3,III,8,3 (E),,,,,,,,,,,,,,,,
SOLFATO DI PIOMBO contenente più del 3% di acido libero,1794,,8,C2,II,8,2 (E),,,,,,,,,,,,,,,,
MISCELA SOLFONITRICA contenente più del 50% di acido nitrico,1796,,8,CO1,I,8+5.1,1 (E),,,,,,,,,,,,,,,,
MISCELA SOLFONITRICA non contenente più del 50% di acido nitrico,1796,,8,C1,II,8,2 (E),,,,,,,,,,,,,,,,
ACIDO CLORIDRICO E ACIDO NITRICO IN MISCELA,1798,,8,COT,CARRIAGE PROHIBITED,,,,,,,,,,,,,,,,,,
NONILTRICLOROSILANO,1799,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
OTTADECILTRICLOROSILANO,1800,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
OTTILTRICLOROSILANO,1801,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
ACIDO PERCLORICO contenente non più del 50% (massa) di acido,1802,,8,CO1,II,8+5.1,2 (E),,,,,,,,,,,,,,,,
ACIDO FENOLSOLFONICO LIQUIDO,1803,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
FENILTRICLOROSILANO,1804,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
ACIDO FOSFORICO IN SOLUZIONE,1805,,8,C1,III,8,3 (E),,,,,,,,,,,,,,,,
PENTACLORURO DI FOSFORO,1806,,8,C2,II,8,2 (E),,,,,,,,,,,,,,,,
PENTOSSIDO DI FOSFORO (ANIDRIDE FOSFORICA),1807,,8,C2,II,8,2 (E),,,,,,,,,,,,,,,,
TRIBROMURO DI FOSFORO,1808,,8,C1,II,8,2 (E),,,,,,,,,,,,,,,,
TRICLORURO DI FOSFORO,1809,,6.1,TC3,I,6.1+8,1 (C/D),,,,,,,,,,,,,,,,
OSSICLORURO DI FOSFORO,1810,,6.1,TC3,I,6.1+8,1 (C/D),,,,,,,,,,,,,,,,
IDROGENOFLUORURO DI POTASSIO, SOLIDO,1811,,8,CT2,II,8+6.1,2 (E),,,,,,,,,,,,,,,,
FLUORURO DI POTASSIO, SOLIDO,1812,,6.1,T5,III,6.1,2 (E),,,,,,,,,,,,,,,,
IDROSSIDO DI POTASSIO SOLIDO,1813,,8,C6,II,8,2 (E),,,,,,,,,,,,,,,,
IDROSSIDO DI POTASSIO IN SOLUZIONE,1814,,8,C5,II,8,2 (E),,,,,,,,,,,,,,,,
IDROSSIDO DI POTASSIO IN SOLUZIONE,1814,,8,C5,III,8,3 (E),,,,,,,,,,,,,,,,
CLORURO DI PROPIONILE,1815,,3,FC,II,3+8,2 (D/E),,,,,,,,,,,,,,,,
PROPILTRICLOROSILANO,1816,,8,CF1,II,8+3,2 (D/E),,,,,,,,,,,,,,,,
CLORURO DI PIROSOLFORILE,1817,,8,C1,II,8,2 (E),,,,,,,,,,,,,,,,
TETRACLORURO DI SILICIO,1818,,8,C1,II,8,2 (E),,,,,,,,,,,,,,,,
ALLUMINATO DI SODIO IN SOLUZIONE,1819,,8,C5,II,8,2 (E),,,,,,,,,,,,,,,,
ALLUMINATO DI SODIO IN SOLUZIONE,1819,,8,C5,III,8,3 (E),,,,,,,,,,,,,,,,
IDROSSIDO DI SODIO SOLIDO,1823,,8,C6,II,8,2 (E),,,,,,,,,,,,,,,,
IDROSSIDO DI SODIO IN SOLUZIONE,1824,,8,C5,II,8,2 (E),,,,,,,,,,,,,,,,
IDROSSIDO DI SODIO IN SOLUZIONE,1824,,8,C5,III,8,3 (E),,,,,,,,,,,,,,,,
MONOSSIDO DI SODIO,1825,,8,C6,II,8,2 (E),,,,,,,,,,,,,,,,
MISCELA SOLFONITRICA RESIDUA contenente più del 50% di acido nitrico,1826,,8,CO1,I,8+5.1,1 (E),,,,,,,,,,,,,,,,
MISCELA SOLFONITRICA RESIDUA non contenente più del 50% di acido nitrico,1826,,8,C1,II,8,2 (E),,,,,,,,,,,,,,,,
CLORURO STANNICO ANIDRO,1827,,8,C1,II,8,2 (E),,,,,,,,,,,,,,,,
CLORURI DI ZOLFO,1828,,8,C1,I,8,1 (E),,,,,,,,,,,,,,,,
TRIOSSIDO DI ZOLFO STABILIZZATO,1829,,8,C1,I,8,1 (E),,,,,,,,,,,,,,,,
ACIDO SOLFORICO contenente più del 51% di acido,1830,,8,C1,II,8,2 (E),,,,,,,,,,,,,,,,
ACIDO SOLFORICO FUMANTE,1831,,8,CT1,I,8+6.1,1 (C/D),,,,,,,,,,,,,,,,
ACIDO SOLFORICO RESIDUO,1832,,8,C1,II,8,2 (E),,,,,,,,,,,,,,,,
ACIDO SOLFOROSO,1833,,8,C1,II,8,2 (E),,,,,,,,,,,,,,,,
CLORURO DI SOLFORILE,1834,,6.1,TC3,I,6.1+8,1 (C/D),,,,,,,,,,,,,,,,
IDROSSIDO DI TETRAMETILAMMONIO IN SOLUZIONE,1835,,8,C7,II,8,2 (E),,,,,,,,,,,,,,,,
IDROSSIDO DI TETRAMETILAMMONIO IN SOLUZIONE,1835,,8,C7,III,8,3 (E),,,,,,,,,,,,,,,,
CLORURO DI TIONILE,1836,,8,C1,I,8,1 (E),,,,,,,,,,,,,,,,
CLORURO DI TIOFOSFORILE,1837,,8,C1,II,8,2 (E),,,,,,,,,,,,,,,,
TETRACLORURO DI TITANIO,1838,,6.1,TC3,I,6.1+8,1 (C/D),,,,,,,,,,,,,,,,
ACIDO TRICLOROACETICO,1839,,8,C4,II,8,2 (E),,,,,,,,,,,,,,,,
CLORURO DI ZINCO IN SOLUZIONE,1840,,8,C1,III,8,3 (E),,,,,,,,,,,,,,,,
1-AMMINOETANOLO,1841,,9,M11,III,9,3 (E),,,,,,,,,,,,,,,,
DINITRO-o-CRESATO DI AMMONIO, SOLIDO,1843,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
Diossido di carbonio solido (Anidride carbonica, Ghiaccio secco),1845,,9,M11,,,,,,,,,,,,,,,,,,,
TETRACLORURO DI CARBONIO,1846,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
SOLFURO DI POTASSIO IDRATO contenente almeno il 30% di acqua di cristallizzazione,1847,,8,C6,II,8,2 (E),,,,,,,,,,,,,,,,
ACIDO PROPIONICO con non meno del 10% meno del 90% (massa) di acido,1848,,8,C3,III,8,3 (E),,,,,,,,,,,,,,,,
SOLFURO DI SODIO IDRATO contenente almeno il 30% di acqua,1849,,8,C6,II,8,2 (E),,,,,,,,,,,,,,,,
MEDICINALE LIQUIDO,TOSSICO, N.A.S.,1851,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
MEDICINALE LIQUIDO,TOSSICO, N.A.S.,1851,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
LEGHE PIROFORICHE DI BARIO,1854,,4.2,S4,I,4.2,0 (B/E),,,,,,,,,,,,,,,,
CALCIO PIROFORICO o LEGHE PIROFORICHE DI CALCIO,1855,,4.2,S4,I,4.2,0 (E),,,,,,,,,,,,,,,,
Stracci oleosi,1856,,4.2,S2,NOT SUBJECT TO ADR,,,,,,,,,,,,,,,,,,
Riﬁuti tessili, bagnati,1857,,4.2,S2,NOT SUBJECT TO ADR,,,,,,,,,,,,,,,,,,
ESAFLUOROPROPILENE (GAS REFRIGERANTE R 1216),1858,,2,2A,,2.2,3 (C/E),,,,,,,,,,,,,,,,
TETRAFLUORURO DI SILICIO,1859,,2,2TC,,2.3+8,1 (C/D),,,,,,,,,,,,,,,,
FLUORURO DI VINILE STABILIZZATO,1860,,2,2F,,2.1,2 (B/D),,,,,,,,,,,,,,,,
CROTONATO DI ETILE,1862,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
